"ratethouPoison_2012","ratethouStim_2012","ratethouSed_2012","ratethouOpi_2012","ratethouAntiDep_2012","ratethouEth_2012","ratethouPoison_2016","ratethouStim_2016","ratethouSed_2016","ratethouOpi_2016","ratethouAntiDep_2016","ratethouEth_2016","rate_change_poison","rate_change_stim","rate_change_opi","rate_change_sed","rate_change_eth"
8.37374017249686,0.983301277698113,3.63685194267925,0.993750717578616,3.36402469737736,0.418211375283019,9.44849210397484,0.94746283009434,3.97061734410692,1.16025754845283,4.26834301806289,0.43162282345283,1.07475193147799,-0.0358384476037736,0.166506830874214,0.333765401427673,0.0134114481698113
